"k" "c" "SR"
0.14 0.63 0.583175620559427
0.145 0.63 0.58455691638984
0.15 0.63 0.585886269934546
0.155 0.63 0.587166633046109
0.16 0.63 0.588400766222693
0.165 0.63 0.589591257943938
0.17 0.63 0.59074053677152
0.175 0.63 0.591850880687154
0.18 0.63 0.592924425506489
0.185 0.63 0.593963173001279
0.19 0.63 0.594968998869953
0.195 0.63 0.595943660527434
0.2 0.63 0.596888804646592
0.205 0.63 0.597805974390909
0.21 0.63 0.598696616296432
0.215 0.63 0.599562086779122
0.22 0.63 0.600403658257952
0.225 0.63 0.601222524894619
0.23 0.63 0.602019807958003
0.235 0.63 0.602796560826417
0.24 0.63 0.603553773643852
0.245 0.63 0.604292377648264
0.25 0.63 0.605013249190872
0.255 0.63 0.60571721346572
0.26 0.63 0.606405047968568
0.265 0.63 0.607077485703642
0.27 0.63 0.607735218156063
0.275 0.63 0.608378898046919
0.28 0.63 0.609009141886983
0.285 0.63 0.609626532344118
0.29 0.63 0.610231620438452
0.295 0.63 0.6108249275784
0.3 0.63 0.611406947449715
0.305 0.63 0.611978147768833
0.31 0.63 0.612538971910956
0.315 0.63 0.613089840422479
0.32 0.63 0.613631152426678
0.325 0.63 0.614163286930811
0.33 0.63 0.614686604042212
0.335 0.63 0.615201446100281
0.34 0.63 0.615708138730793
0.345 0.63 0.616206991828381
0.35 0.63 0.616698300472611
0.355 0.63 0.617182345782613
0.36 0.63 0.617659395714859
0.365 0.63 0.618129705808282
0.37 0.63 0.618593519880624
0.375 0.63 0.619051070679567
0.38 0.63 0.619502580491947
0.385 0.63 0.619948261714061
0.39 0.63 0.620388317385867
0.395 0.63 0.620822941691636
0.4 0.63 0.621252320429441
0.405 0.63 0.621676631451646
0.41 0.63 0.622096045078443
0.415 0.63 0.622510724486275
0.42 0.63 0.622920826072884
0.425 0.63 0.623326499800569
0.43 0.63 0.623727889519124
0.435 0.63 0.624125133269828
0.44 0.63 0.62451836357174
0.445 0.63 0.624907707691471
0.45 0.63 0.625293287897513
0.455 0.63 0.62567522170014
0.46 0.63 0.626053622077793
0.465 0.63 0.62642859769084
0.47 0.63 0.626800253083486
0.475 0.63 0.627168688874603
0.48 0.63 0.62753400193817
0.485 0.63 0.627896285573944
0.49 0.63 0.62825562966901
0.495 0.63 0.628612120850718
0.5 0.63 0.628965842631573
0.005 0.635 0.500017491145335
0.01 0.635 0.500152714914326
0.015 0.635 0.500947355771966
0.02 0.635 0.504095261528588
0.025 0.635 0.510473703787535
0.03 0.635 0.517604240858675
0.035 0.635 0.523992324859271
0.04 0.635 0.529636983865283
0.045 0.635 0.534744417566794
0.05 0.635 0.539447978744947
0.055 0.635 0.543815766308995
0.06 0.635 0.547878896684174
0.065 0.635 0.551650691815002
0.07 0.635 0.5551388147962
0.075 0.635 0.558352958523918
0.08 0.635 0.561309007094543
0.085 0.635 0.564029906786136
0.09 0.635 0.566543781966851
0.095 0.635 0.568880490740303
0.1 0.635 0.571068124163634
0.105 0.635 0.573130599868532
0.11 0.635 0.575086745144636
0.115 0.635 0.576950597612986
0.12 0.635 0.5787323612522
0.125 0.635 0.580439508345891
0.13 0.635 0.582077724097695
0.135 0.635 0.583651588341694
0.14 0.635 0.58516501021978
0.145 0.635 0.586621479420746
0.15 0.635 0.588024200218332
0.155 0.635 0.589376158849243
0.16 0.635 0.590680156654841
0.165 0.635 0.591938827318508
0.17 0.635 0.593154647501496
0.175 0.635 0.594329945117925
0.18 0.635 0.595466906947803
0.185 0.635 0.596567586138838
0.19 0.635 0.597633909689231
0.195 0.635 0.598667685852625
0.2 0.635 0.599670611377555
0.205 0.635 0.600644278506121
0.21 0.635 0.601590181678102
0.215 0.635 0.602509723906796
0.22 0.635 0.60340422280871
0.225 0.635 0.604274916280982
0.23 0.635 0.605122967828835
0.235 0.635 0.605949471551188
0.24 0.635 0.606755456796563
0.245 0.635 0.6075418925039
0.25 0.635 0.608309691244495
0.255 0.635 0.609059712981952
0.26 0.635 0.609792768567337
0.265 0.635 0.610509622986505
0.27 0.635 0.611210998376151
0.275 0.635 0.611897576824511
0.28 0.635 0.612570002971902
0.285 0.635 0.613228886425474
0.29 0.635 0.613874804001705
0.295 0.635 0.61450830180933
0.3 0.635 0.615129897184535
0.305 0.635 0.615740080489453
0.31 0.635 0.616339316784189
0.315 0.635 0.616928047381881
0.32 0.635 0.617506691295572
0.325 0.635 0.618075646585035
0.33 0.635 0.618635291611041
0.335 0.635 0.619185986204004
0.34 0.635 0.619728072753402
0.345 0.635 0.620261877223852
0.35 0.635 0.620787710103286
0.355 0.635 0.621305867288234
0.36 0.635 0.621816630910821
0.365 0.635 0.622320270111749
0.37 0.635 0.622817041763178
0.375 0.635 0.623307191145117
0.38 0.635 0.623790952578673
0.385 0.635 0.624268550019232
0.39 0.635 0.624740197612403
0.395 0.635 0.625206100215349
0.4 0.635 0.625666453885934
0.405 0.635 0.626121446341908
0.41 0.635 0.626571257392198
0.415 0.635 0.627016059342224
0.42 0.635 0.627456017374993
0.425 0.635 0.627891289909613
0.43 0.635 0.628322028938739
0.435 0.635 0.628748380346349
0.44 0.635 0.629170484207148
0.445 0.635 0.629588475068811
0.45 0.635 0.630002482218168
0.455 0.635 0.630412629932385
0.46 0.635 0.630819037716086
0.465 0.635 0.631221820525314
0.47 0.635 0.631621088979174
0.475 0.635 0.632016949559908
0.48 0.635 0.632409504802147
0.485 0.635 0.632798853471978
0.49 0.635 0.63318509073648
0.495 0.635 0.633568308324288
0.5 0.635 0.633948594677732
0.005 0.64 0.5000187856535
0.01 0.64 0.500174334226127
0.015 0.64 0.501129334936009
0.02 0.64 0.504814041702449
0.025 0.64 0.511587841439574
0.03 0.64 0.518643324764069
0.035 0.64 0.524869948411825
0.04 0.64 0.530401013483422
0.045 0.64 0.535445034250229
0.05 0.64 0.540122106314998
0.055 0.64 0.544490520771168
0.06 0.64 0.548575294746885
0.065 0.64 0.552385795746762
0.07 0.64 0.55592671988368
0.075 0.64 0.559205125984203
0.08 0.64 0.562234335057207
0.085 0.64 0.565034813393982
0.09 0.64 0.567632437921818
0.095 0.64 0.570055203572239
0.1 0.64 0.572329790876376
0.105 0.64 0.574479131697036
0.11 0.64 0.576521405621975
0.115 0.64 0.578470241648239
0.12 0.64 0.580335591914173
0.125 0.64 0.582124776287714
0.13 0.64 0.583843390810541
0.135 0.64 0.585495967479087
0.14 0.64 0.587086395494896
0.145 0.64 0.588618163969244
0.15 0.64 0.590094490314577
0.155 0.64 0.591518383769863
0.16 0.64 0.592892675848069
0.165 0.64 0.594220035639193
0.17 0.64 0.595502979013518
0.175 0.64 0.596743875800705
0.18 0.64 0.597944956541088
0.185 0.64 0.599108319297288
0.19 0.64 0.600235936579299
0.195 0.64 0.601329662298369
0.2 0.64 0.602391238643388
0.205 0.64 0.603422302789881
0.21 0.64 0.60442439337586
0.215 0.64 0.605398956700643
0.22 0.64 0.606347352620148
0.225 0.64 0.607270860125187
0.23 0.64 0.608170682598824
0.235 0.64 0.609047952755704
0.24 0.64 0.609903737271015
0.245 0.64 0.610739041110068
0.25 0.64 0.611554811571544
0.255 0.64 0.612351942058806
0.26 0.64 0.613131275594268
0.265 0.64 0.613893608092059
0.27 0.64 0.614639691404072
0.275 0.64 0.615370236154108
0.28 0.64 0.61608591437434
0.285 0.64 0.616787361957654
0.29 0.64 0.617475180938745
0.295 0.64 0.618149941616143
0.3 0.64 0.618812184526557
0.305 0.64 0.619462422282251
0.31 0.64 0.620101141281414
0.315 0.64 0.620728803300803
0.32 0.64 0.62134584697931
0.325 0.64 0.621952689200442
0.33 0.64 0.622549726381147
0.335 0.64 0.623137335673845
0.34 0.64 0.623715876088028
0.345 0.64 0.624285689537299
0.35 0.64 0.624847101817286
0.355 0.64 0.625400423519435
0.36 0.64 0.625945950885328
0.365 0.64 0.626483966605794
0.37 0.64 0.627014740568771
0.375 0.64 0.627538530559568
0.38 0.64 0.62805558291689
0.385 0.64 0.628566133147753
0.39 0.64 0.629070406504153
0.395 0.64 0.629568618524162
0.4 0.64 0.6300609755399
0.405 0.64 0.63054767515466
0.41 0.64 0.63102890669129
0.415 0.64 0.63150485161379
0.42 0.64 0.631975683923903
0.425 0.64 0.632441570534395
0.43 0.64 0.632902671620558
0.435 0.64 0.633359140951371
0.44 0.64 0.63381112620166
0.445 0.64 0.634258769246476
0.45 0.64 0.634702206438853
0.455 0.64 0.635141568871996
0.46 0.64 0.635576982626903
0.465 0.64 0.636008569006328
0.47 0.64 0.636436444755945
0.475 0.64 0.636860722273514
0.48 0.64 0.637281509806777
0.485 0.64 0.637698911640795
0.49 0.64 0.638113028275343
0.495 0.64 0.638523956592979
0.5 0.64 0.638931790018355
0.005 0.645 0.500020193796952
0.01 0.645 0.500199218508757
0.015 0.645 0.501342532983052
0.02 0.645 0.50558371734527
0.025 0.645 0.512639240363406
0.03 0.645 0.51957310632292
0.035 0.645 0.525647955607981
0.04 0.645 0.531081193239799
0.045 0.645 0.536073549902774
0.05 0.645 0.540731800335437
0.055 0.645 0.545105553577719
0.06 0.645 0.549214648866547
0.065 0.645 0.553065140624987
0.07 0.645 0.556659203897593
0.075 0.645 0.560001580590038
0.08 0.645 0.563103254932942
0.085 0.645 0.565982371487574
0.09 0.645 0.568662668790097
0.095 0.645 0.571170356375711
0.1 0.645 0.573530764837088
0.105 0.645 0.575765890911801
0.11 0.645 0.577893308271415
0.115 0.645 0.579926268579193
0.12 0.645 0.58187449179324
0.125 0.645 0.583745154089483
0.13 0.645 0.5855437623276
0.135 0.645 0.587274794644193
0.14 0.645 0.588942110776663
0.145 0.645 0.5905491881181
0.15 0.645 0.592099245693755
0.155 0.645 0.593595304543305
0.16 0.645 0.595040215830111
0.165 0.645 0.596436674353693
0.17 0.645 0.597787226348932
0.175 0.645 0.599094275541092
0.18 0.645 0.600360088982596
0.185 0.645 0.601586803113233
0.19 0.645 0.602776430065567
0.195 0.645 0.603930864108346
0.2 0.645 0.605051888104298
0.205 0.645 0.606141179878226
0.21 0.645 0.607200318417634
0.215 0.645 0.608230789851719
0.22 0.645 0.609233993173331
0.225 0.645 0.610211245682855
0.23 0.645 0.611163788143557
0.235 0.645 0.612092789645785
0.24 0.645 0.612999352183007
0.245 0.645 0.613884514946729
0.25 0.645 0.614749258350004
0.255 0.645 0.615594507791147
0.26 0.645 0.616421137170312
0.265 0.645 0.617229972172208
0.27 0.645 0.61802179332841
0.275 0.645 0.618797338872634
0.28 0.645 0.61955730740205
0.285 0.645 0.620302360357276
0.29 0.645 0.621033124333168
0.295 0.645 0.621750193231907
0.3 0.645 0.622454130269316
0.305 0.645 0.623145469844636
0.31 0.645 0.623824719283422
0.315 0.645 0.624492360462558
0.32 0.645 0.625148851325796
0.325 0.645 0.625794627297674
0.33 0.645 0.626430102603082
0.335 0.645 0.627055671499246
0.34 0.645 0.627671709426429
0.345 0.645 0.62827857408314
0.35 0.645 0.628876606431269
0.355 0.645 0.629466131636139
0.36 0.645 0.630047459946087
0.365 0.645 0.63062088751587
0.37 0.645 0.631186697177842
0.375 0.645 0.631745159164569
0.38 0.645 0.632296531786285
0.385 0.645 0.632841062066306
0.39 0.645 0.633378986337317
0.395 0.645 0.633910530801221
0.4 0.645 0.634435912055034
0.405 0.645 0.634955337585128
0.41 0.645 0.63546900623196
0.415 0.645 0.63597710862727
0.42 0.645 0.636479827605569
0.425 0.645 0.636977338591628
0.43 0.645 0.637469809965539
0.435 0.645 0.637957403406817
0.44 0.645 0.638440274218895
0.445 0.645 0.638918571635276
0.45 0.645 0.639392439108522
0.455 0.645 0.639862014583154
0.46 0.645 0.640327430753495
0.465 0.645 0.640788815307384
0.47 0.645 0.641246291156648
0.475 0.645 0.641699976655141
0.48 0.645 0.642149985805122
0.485 0.645 0.642596428452672
0.49 0.645 0.643039410472815
0.495 0.645 0.643479033944967
0.5 0.645 0.643915397319275
0.005 0.65 0.50002172699064
0.01 0.65 0.500227870865964
0.015 0.65 0.501590246729055
0.02 0.65 0.506387908220259
0.025 0.65 0.513616352143568
0.03 0.65 0.520403026275008
0.035 0.65 0.526339353388183
0.04 0.65 0.531689015125325
0.045 0.65 0.536639560880621
0.05 0.65 0.541285160758395
0.055 0.65 0.545667857275769
0.06 0.65 0.549803121880183
0.065 0.65 0.553694245042118
0.07 0.65 0.557341265431784
0.075 0.65 0.560746888951969
0.08 0.65 0.563919970036445
0.085 0.65 0.56687647961663
0.09 0.65 0.569638119639328
0.095 0.65 0.572229384070004
0.1 0.65 0.574674304794226
0.105 0.65 0.576993984452624
0.11 0.65 0.579205424205144
0.115 0.65 0.581321523397268
0.12 0.65 0.583351785388416
0.125 0.65 0.585303249101628
0.13 0.65 0.58718133115509
0.135 0.65 0.588990449521563
0.14 0.65 0.5907344250711
0.145 0.65 0.592416712632501
0.15 0.65 0.594040521653262
0.155 0.65 0.595608874078477
0.16 0.65 0.597124630447028
0.165 0.65 0.59859050174871
0.17 0.65 0.600009055851012
0.175 0.65 0.601382722410222
0.18 0.65 0.602713797750772
0.185 0.65 0.604004450122431
0.19 0.65 0.605256725332554
0.195 0.65 0.606472552626808
0.2 0.65 0.607653750678721
0.205 0.65 0.608802033570388
0.21 0.65 0.609919016674705
0.215 0.65 0.611006222374684
0.22 0.65 0.612065085575514
0.225 0.65 0.613096958980546
0.23 0.65 0.614103118114102
0.235 0.65 0.615084766082783
0.24 0.65 0.616043038073382
0.245 0.65 0.61697900559029
0.25 0.65 0.617893680438622
0.255 0.65 0.61878801846165
0.26 0.65 0.619662923042735
0.265 0.65 0.620519248382882
0.27 0.65 0.621357802565594
0.275 0.65 0.622179350420908
0.28 0.65 0.622984616200417
0.285 0.65 0.62377428607488
0.29 0.65 0.62454901046563
0.295 0.65 0.625309406220599
0.3 0.65 0.626056058645229
0.305 0.65 0.626789523398036
0.31 0.65 0.627510328260058
0.315 0.65 0.628218974786839
0.32 0.65 0.628915939851095
0.325 0.65 0.629601677083674
0.33 0.65 0.6302766182199
0.335 0.65 0.630941174357947
0.34 0.65 0.631595737135387
0.345 0.65 0.632240679829666
0.35 0.65 0.632876358387818
0.355 0.65 0.633503112390382
0.36 0.65 0.634121265954094
0.365 0.65 0.634731128577619
0.37 0.65 0.635332995934283
0.375 0.65 0.635927150615443
0.38 0.65 0.636513862827906
0.385 0.65 0.637093391048533
0.39 0.65 0.637665982638951
0.395 0.65 0.638231874423069
0.4 0.65 0.638791293229915
0.405 0.65 0.639344456404103
0.41 0.65 0.639891572286102
0.415 0.65 0.6404328406643
0.42 0.65 0.640968453200722
0.425 0.65 0.64149859383212
0.43 0.65 0.642023439148047
0.435 0.65 0.642543158747389
0.44 0.65 0.643057915574752
0.445 0.65 0.643567866237972
0.45 0.65 0.644073161307953
0.455 0.65 0.644573945601951
0.46 0.65 0.645070358451318
0.465 0.65 0.645562533954688
0.47 0.65 0.646050601217504
0.475 0.65 0.646534684578696
0.48 0.65 0.647014903825329
0.485 0.65 0.647491374395914
0.49 0.65 0.64796420757308
0.495 0.65 0.648433510666236
0.5 0.65 0.648899387184808
0.005 0.655 0.500023397930845
0.01 0.655 0.500260867056525
0.015 0.655 0.501875251016343
0.02 0.655 0.507208496987625
0.025 0.655 0.514514070610607
0.03 0.655 0.521143306395542
0.035 0.655 0.526955582131296
0.04 0.655 0.532234211705418
0.045 0.655 0.537151150553459
0.05 0.655 0.54178904334394
0.055 0.655 0.546183402620525
0.06 0.655 0.550346032432131
0.065 0.655 0.554277927328378
0.07 0.655 0.557977321905598
0.075 0.655 0.561445136104009
0.08 0.655 0.564688285193867
0.085 0.655 0.567720706348436
0.09 0.655 0.570562161241388
0.095 0.655 0.57323549204739
0.1 0.655 0.575763475777007
0.105 0.655 0.578166354215298
0.11 0.655 0.580460582615954
0.115 0.655 0.58265872804955
0.12 0.655 0.584770089810183
0.125 0.655 0.58680157450838
0.13 0.655 0.58875850699787
0.135 0.655 0.59064523890851
0.14 0.655 0.592465543240573
0.145 0.655 0.594222841899313
0.15 0.655 0.595920324034627
0.155 0.655 0.597561002008516
0.16 0.655 0.599147735786626
0.165 0.655 0.60068324327494
0.17 0.655 0.602170105413317
0.175 0.655 0.603610769933358
0.18 0.655 0.60500755524834
0.185 0.655 0.606362654865882
0.19 0.655 0.60767814230237
0.195 0.655 0.608955976356139
0.2 0.655 0.610198006585265
0.205 0.655 0.611405978859334
0.21 0.655 0.612581540884141
0.215 0.655 0.613726247624739
0.22 0.655 0.614841566573587
0.225 0.655 0.615928882827229
0.23 0.655 0.616989503947668
0.235 0.655 0.618024664594278
0.24 0.655 0.619035530919372
0.245 0.655 0.62002320472602
0.25 0.655 0.620988727390676
0.255 0.655 0.62193308355609
0.26 0.655 0.622857204602003
0.265 0.655 0.62376197190253
0.27 0.655 0.624648219879953
0.275 0.655 0.6255167388652
0.28 0.655 0.626368277775436
0.285 0.655 0.627203546619195
0.29 0.655 0.628023218839317
0.295 0.655 0.628827933503649
0.3 0.655 0.629618297353104
0.305 0.655 0.630394886716276
0.31 0.655 0.631158249299341
0.315 0.655 0.631908905859499
0.32 0.655 0.632647351769781
0.325 0.655 0.633374058482529
0.33 0.655 0.634089474898445
0.335 0.655 0.634794028647636
0.34 0.655 0.635488127288675
0.345 0.655 0.636172159431298
0.35 0.655 0.636846495787946
0.355 0.655 0.637511490159046
0.36 0.655 0.638167480356554
0.365 0.655 0.638814789069964
0.37 0.655 0.639453724678719
0.375 0.655 0.640084582014643
0.38 0.655 0.64070764307779
0.385 0.655 0.64132317770884
0.39 0.655 0.641931444220958
0.395 0.655 0.642532689993828
0.4 0.655 0.643127152032376
0.405 0.655 0.643715057492505
0.41 0.655 0.644296624176035
0.415 0.655 0.644872060996843
0.42 0.655 0.645441568420078
0.425 0.655 0.646005338876207
0.43 0.655 0.646563557151493
0.435 0.655 0.647116400756424
0.44 0.655 0.647664040273475
0.445 0.655 0.648206639685539
0.45 0.655 0.648744356686198
0.455 0.655 0.649277342973002
0.46 0.655 0.649805744524783
0.465 0.655 0.650329701864001
0.47 0.655 0.650849350305023
0.475 0.655 0.6513648201892
0.48 0.655 0.651876237107534
0.485 0.655 0.652383722111672
0.49 0.655 0.652887391913926
0.495 0.655 0.653387359076977
0.5 0.655 0.653883732193839
0.005 0.66 0.500025220752757
0.01 0.66 0.500298862967901
0.015 0.66 0.502199440571078
0.02 0.66 0.508027596199635
0.025 0.66 0.515332121836513
0.03 0.66 0.521804017986959
0.035 0.66 0.527506561838909
0.04 0.66 0.532725020824475
0.045 0.66 0.537615153102387
0.05 0.66 0.542249281260326
0.055 0.66 0.546657317400588
0.06 0.66 0.550847997645067
0.065 0.66 0.554820418637081
0.07 0.66 0.55857129846181
0.075 0.66 0.562099994602128
0.08 0.66 0.565411659702051
0.085 0.66 0.568518330205873
0.09 0.66 0.571437919667018
0.095 0.66 0.574191677719042
0.1 0.66 0.576801164533133
0.105 0.66 0.579285787978705
0.11 0.66 0.58166147845896
0.115 0.66 0.58394048683356
0.12 0.66 0.58613191858357
0.125 0.66 0.588242552025607
0.13 0.66 0.590277618683726
0.135 0.66 0.592241398089206
0.14 0.66 0.594137606978204
0.145 0.66 0.595969624604699
0.15 0.66 0.597740609676472
0.155 0.66 0.599453554971265
0.16 0.66 0.601111310325433
0.165 0.66 0.602716591590511
0.17 0.66 0.604271984443105
0.175 0.66 0.60577994699199
0.18 0.66 0.607242812658081
0.185 0.66 0.608662793711359
0.19 0.66 0.610041985431649
0.195 0.66 0.611382370736939
0.2 0.66 0.61268582511208
0.205 0.66 0.613954121695254
0.21 0.66 0.615188936410204
0.215 0.66 0.616391853059846
0.22 0.66 0.617564368319321
0.225 0.66 0.61870789658421
0.23 0.66 0.619823774643401
0.235 0.66 0.620913266156567
0.24 0.66 0.621977565924332
0.245 0.66 0.623017803945332
0.25 0.66 0.624035049258952
0.255 0.66 0.625030313576005
0.26 0.66 0.626004554702034
0.265 0.66 0.626958679759793
0.27 0.66 0.627893548218593
0.275 0.66 0.628809974739044
0.28 0.66 0.62970873184215
0.285 0.66 0.630590552411934
0.29 0.66 0.631456132040774
0.295 0.66 0.632306131226507
0.3 0.66 0.633141177430147
0.305 0.66 0.633961867002733
0.31 0.66 0.634768766989507
0.315 0.66 0.635562416819221
0.32 0.66 0.636343329885987
0.325 0.66 0.637111995030678
0.33 0.66 0.637868877928482
0.335 0.66 0.638614422388827
0.34 0.66 0.639349051573501
0.345 0.66 0.640073169138418
0.35 0.66 0.640787160304158
0.355 0.66 0.641491392860012
0.36 0.66 0.642186218106017
0.365 0.66 0.642871971737103
0.37 0.66 0.643548974673231
0.375 0.66 0.644217533839115
0.38 0.66 0.64487794289688
0.385 0.66 0.645530482934778
0.39 0.66 0.646175423114855
0.395 0.66 0.646813021282279
0.4 0.66 0.64744352453883
0.405 0.66 0.648067169782894
0.41 0.66 0.648684184218139
0.415 0.66 0.649294785832879
0.42 0.66 0.649899183852028
0.425 0.66 0.650497579163382
0.43 0.66 0.651090164719862
0.435 0.66 0.651677125919242
0.44 0.66 0.652258640962767
0.445 0.66 0.652834881193987
0.45 0.66 0.653406011419029
0.455 0.66 0.653972190209454
0.46 0.66 0.654533570188762
0.465 0.66 0.655090298303551
0.47 0.66 0.655642516080246
0.475 0.66 0.656190359868272
0.48 0.66 0.656733961070481
0.485 0.66 0.65727344636159
0.49 0.66 0.657808937895331
0.495 0.66 0.65834055350098
0.5 0.66 0.658868406869884
0.005 0.665 0.500027211208863
0.01 0.665 0.500342601486196
0.015 0.665 0.502563455984504
0.02 0.665 0.508829252452729
0.025 0.665 0.516073484621934
0.03 0.665 0.52239457774986
0.035 0.665 0.528000824899908
0.04 0.665 0.533168423485207
0.045 0.665 0.53803737049377
0.05 0.665 0.542670863156198
0.055 0.665 0.54709402930915
0.06 0.665 0.5513130471416
0.065 0.665 0.555325453543964
0.07 0.665 0.559126699410049
0.075 0.665 0.56271478024608
0.08 0.665 0.566093250208496
0.085 0.665 0.56927237217554
0.09 0.665 0.57226830054669
0.095 0.665 0.57510074834313
0.1 0.665 0.577790092452222
0.105 0.665 0.580354928679213
0.11 0.665 0.582810679071792
0.115 0.665 0.585169291118178
0.12 0.665 0.587439685019264
0.125 0.665 0.589628514308822
0.13 0.665 0.591740915875119
0.135 0.665 0.59378109203348
0.14 0.665 0.595752695621131
0.145 0.665 0.597659054252468
0.15 0.665 0.599503286704435
0.155 0.665 0.601288356721085
0.16 0.665 0.603017094901516
0.165 0.665 0.604692206425847
0.17 0.665 0.606316273643173
0.175 0.665 0.607891757542806
0.18 0.665 0.609420999615276
0.185 0.665 0.610906224492497
0.19 0.665 0.612349543327929
0.195 0.665 0.613752957750161
0.2 0.665 0.615118364211504
0.205 0.665 0.616447558578021
0.21 0.665 0.617742240838713
0.215 0.665 0.619004019840156
0.22 0.665 0.620234417976215
0.225 0.665 0.621434875781121
0.23 0.665 0.62260675638873
0.235 0.665 0.623751349832178
0.24 0.665 0.624869877166901
0.245 0.665 0.625963494406828
0.25 0.665 0.627033296268707
0.255 0.665 0.628080319723478
0.26 0.665 0.629105547356572
0.265 0.665 0.63010991054116
0.27 0.665 0.631094292429967
0.275 0.665 0.632059530772318
0.28 0.665 0.633006420563844
0.285 0.665 0.633935716536643
0.29 0.665 0.634848135497971
0.295 0.665 0.635744358525502
0.3 0.665 0.636625033027191
0.305 0.665 0.637490774673527
0.31 0.665 0.638342169209774
0.315 0.665 0.639179774155475
0.32 0.665 0.64000412039821
0.325 0.665 0.640815713688223
0.33 0.665 0.641615036040224
0.335 0.665 0.642402547048304
0.34 0.665 0.643178685119582
0.345 0.665 0.643943868631834
0.35 0.665 0.644698497020077
0.355 0.665 0.645442951796723
0.36 0.665 0.646177597509664
0.365 0.665 0.646902782642336
0.37 0.665 0.647618840459562
0.375 0.665 0.648326089802712
0.38 0.665 0.649024835837489
0.385 0.665 0.649715370757422
0.39 0.665 0.650397974445935
0.395 0.665 0.651072915099681
0.4 0.665 0.651740449815638
0.405 0.665 0.65240082514427
0.41 0.665 0.653054277610969
0.415 0.665 0.653701034207748
0.42 0.665 0.654341312857103
0.425 0.665 0.654975322849783
0.43 0.665 0.655603265258113
0.435 0.665 0.656225333326386
0.44 0.665 0.656841712839756
0.445 0.665 0.657452582472957
0.45 0.665 0.658058114120077
0.455 0.665 0.658658473206554
0.46 0.665 0.65925381898447
0.465 0.665 0.659844304812139
0.47 0.665 0.660430078418947
0.475 0.665 0.661011282156303
0.48 0.665 0.661588053235547
0.485 0.665 0.662160523953552
0.49 0.665 0.662728821906767
0.495 0.665 0.663293070194358
0.5 0.665 0.663853387611071
0.005 0.67 0.500029386871036
0.01 0.67 0.500392918039685
0.015 0.67 0.502966353449247
0.02 0.67 0.509600575589595
0.025 0.67 0.516743081614813
0.03 0.67 0.522923517541611
0.035 0.67 0.528445679902827
0.04 0.67 0.533570349226885
0.045 0.67 0.53842274973912
0.05 0.67 0.543058076603276
0.055 0.67 0.54749738081848
0.06 0.67 0.551744714957589
0.065 0.67 0.555796343382935
0.07 0.67 0.559646666328049
0.075 0.67 0.563292497625999
0.08 0.67 0.566735945969362
0.085 0.67 0.569985622638009
0.09 0.67 0.573056009363502
0.095 0.67 0.575965336118963
0.1 0.67 0.578732826667667
0.105 0.67 0.581376282510721
0.11 0.67 0.583910630059899
0.115 0.67 0.586347523614748
0.12 0.67 0.588695705310685
0.125 0.67 0.590961707189249
0.13 0.67 0.59315057066358
0.135 0.67 0.595266416503885
0.14 0.67 0.597312826881014
0.145 0.67 0.599293069599952
0.15 0.67 0.601210214734943
0.155 0.67 0.603067188149572
0.16 0.67 0.604866792591421
0.165 0.67 0.606611714348638
0.17 0.67 0.608304524690821
0.175 0.67 0.609947680231862
0.18 0.67 0.611543523774345
0.185 0.67 0.613094286041943
0.19 0.67 0.614602088260612
0.195 0.67 0.616068945414954
0.2 0.67 0.617496769991972
0.205 0.67 0.618887376048802
0.21 0.67 0.62024248347275
0.215 0.67 0.621563722331127
0.22 0.67 0.622852637232535
0.225 0.67 0.624110691640677
0.23 0.67 0.625339272097107
0.235 0.67 0.626539692321409
0.24 0.67 0.627713197166814
0.245 0.67 0.628860966416599
0.25 0.67 0.629984118412431
0.255 0.67 0.631083713510192
0.26 0.67 0.632160757362245
0.265 0.67 0.633216204027653
0.27 0.67 0.634250958913745
0.275 0.67 0.635265881553829
0.28 0.67 0.636261788226814
0.285 0.67 0.637239454425151
0.29 0.67 0.638199617177926
0.295 0.67 0.639142977236115
0.3 0.67 0.640070201127121
0.305 0.67 0.640981923085619
0.31 0.67 0.641878746867637
0.315 0.67 0.642761247454585
0.32 0.67 0.643629972653724
0.325 0.67 0.644485444601298
0.33 0.67 0.645328161174267
0.335 0.67 0.64615859731627
0.34 0.67 0.646977206283204
0.345 0.67 0.647784420813426
0.35 0.67 0.648580654227391
0.355 0.67 0.649366301461168
0.36 0.67 0.650141740038082
0.365 0.67 0.650907330982398
0.37 0.67 0.651663419678786
0.375 0.67 0.652410336681006
0.38 0.67 0.653148398473071
0.385 0.67 0.65387790818592
0.39 0.67 0.654599156272423
0.395 0.67 0.65531242114339
0.4 0.67 0.656017969767022
0.405 0.67 0.656716058234146
0.41 0.67 0.657406932291367
0.415 0.67 0.658090827844157
0.42 0.67 0.658767971431754
0.425 0.67 0.65943858067563
0.43 0.67 0.660102864703158
0.435 0.67 0.660761024548003
0.44 0.67 0.661413253528678
0.445 0.67 0.662059737606574
0.45 0.67 0.662700655724727
0.455 0.67 0.663336180128476
0.46 0.67 0.663966476669096
0.465 0.67 0.664591705091427
0.47 0.67 0.665212019306446
0.475 0.67 0.665827567649661
0.48 0.67 0.666438493126177
0.485 0.67 0.667044933643187
0.49 0.67 0.667647022230631
0.495 0.67 0.668244887250708
0.5 0.67 0.668838652596853
0.005 0.675 0.500031767359595
